,,,
Fixed mmHg,Peeks,Peak cuff,Peak Ampl
131.061,,,
131.02,,,
130.979,,,
130.979,,,
130.999,,,
131.02,,,
131.041,,,
131.02,,,
131.061,,,
131.061,,,
131.103,,,
131.082,,,
131.103,,,
131.165,,,
131.144,,,
131.144,,,
131.144,,,
131.185,,,
131.206,,,
131.247,,,
131.289,,,
131.309,,,
131.289,,,
131.33,,,
131.371,,,
131.371,,,
131.392,,,
131.413,,,
131.413,,,
131.475,,,
131.475,,,
131.475,,,
131.495,,,
131.475,,,
131.495,,,
131.516,,,
131.537,,,
131.557,,,
131.661,,,
131.661,,,
131.661,,,
131.682,,,
131.702,,,
131.682,,,
131.744,,,
131.744,,,
131.744,,,
131.764,,,
131.806,,,
131.847,,,
131.785,,,
131.847,,,
131.847,,,
131.847,,,
131.847,,,
131.888,,,
131.909,,,
131.909,,,
131.93,,,
131.95,,,
131.971,,,
131.971,,,
132.012,,,
132.054,,,
132.012,,,
132.054,,,
132.095,,,
132.095,,,
132.136,,,
132.136,,,
132.136,,,
132.198,,,
132.219,,,
132.26,,,
132.26,,,
132.302,,,
132.26,,,
132.322,,,
132.405,,,
132.343,,,
132.447,,,
132.467,,,
132.447,,,
132.529,,,
132.509,,,
132.55,132.5224444,132.5172251,
132.571,,,
132.509,132.5545556,132.5454074,
132.529,,,
132.591,,,
132.591,,,
132.612,,,
132.55,,,
132.571,,,
132.612,,,
132.633,,,
132.674,,,
132.674,,,
132.715,,,
132.757,,,
132.819,,,
132.798,,,
132.798,,,
132.881,,,
132.86,,,
132.839,,,
132.881,,,
132.881,,,
132.922,,,
132.901,,,
132.922,,,
132.984,,,
133.067,,,
133.088,,,
133.108,,,
133.232,,,
133.253,,,
133.356,,,
133.336,,,
133.418,,,
133.418,,,
133.439,133.4252222,132.9842578,
133.522,,,
133.46,,,
133.418,,,
133.46,,,
133.418,,,
133.418,,,
133.336,,,
133.336,,,
133.336,,,
133.294,,,
133.253,,,
133.232,,,
133.212,,,
133.191,,,
133.17,,,
133.212,,,
133.191,,,
133.212,,,
133.232,,,
133.253,,,
133.232,,,
133.294,,,
133.336,,,
133.356,,,
133.377,,,
133.418,,,
133.418,,,
133.418,,,
133.418,,,
133.418,,,
133.522,,,
133.542,,,
133.501,,,
133.542,,,
133.542,,,
133.542,,,
133.584,,,
133.563,,,
133.605,,,
133.667,,,
133.687,,,
133.749,,,
133.708,,,
133.708,,,
133.749,,,
133.77,,,
133.77,,,
133.791,,,
133.811,,,
133.791,,,
133.853,,,
133.873,,,
133.894,,,
133.915,,,
133.873,,,
133.915,,,
133.956,,,
133.997,,,
133.997,,,
133.997,,,
133.997,,,
134.059,,,
134.101,,,
134.101,,,
134.018,,,
134.121,,,
134.121,,,
134.121,,,
134.142,,,
134.183,,,
134.163,,,
134.163,,,
134.163,,,
134.225,,,
134.328,,,
134.328,,,
134.328,,,
134.287,,,
134.287,,,
134.411,,,
134.411,,,
134.432,,,
134.411,,,
134.452,,,
134.432,,,
134.473,,,
134.473,,,
134.618,,,
134.556,,,
134.576,,,
134.576,,,
134.597,,,
134.618,,,
134.68,,,
134.7,,,
134.659,,,
134.721,,,
134.742,,,
134.742,,,
134.762,,,
134.783,,,
134.742,,,
134.825,,,
134.866,,,
134.825,,,
134.825,,,
134.825,,,
134.866,,,
134.866,,,
134.928,,,
134.907,,,
134.928,,,
134.949,,,
134.969,,,
135.093,,,
135.093,,,
135.073,,,
135.155,,,
135.114,,,
135.155,,,
135.155,,,
135.176,,,
135.155,,,
135.176,,,
135.238,,,
135.238,,,
135.362,,,
135.3,,,
135.445,,,
135.486,,,
135.548,,,
135.569,,,
135.59,,,
135.693,,,
135.693,135.6562222,135.1300572,
135.714,,,
135.672,,,
135.693,,,
135.734,,,
135.693,,,
135.693,,,
135.631,,,
135.652,,,
135.569,,,
135.569,,,
135.528,,,
135.507,,,
135.486,,,
135.445,,,
135.424,,,
135.403,,,
135.403,,,
135.403,,,
135.403,,,
135.424,,,
135.466,,,
135.507,,,
135.528,,,
135.548,,,
135.569,,,
135.528,,,
135.569,,,
135.61,,,
135.59,,,
135.631,,,
135.693,,,
135.652,,,
135.652,,,
135.734,,,
135.693,,,
135.755,,,
135.755,,,
135.776,,,
135.776,,,
135.817,,,
135.817,,,
135.858,,,
135.858,,,
135.9,,,
135.921,,,
135.921,,,
135.921,,,
135.983,,,
135.921,,,
135.983,,,
135.983,,,
135.983,,,
136.065,,,
136.086,,,
136.086,,,
136.086,,,
136.107,,,
136.107,,,
136.107,,,
136.169,,,
136.189,,,
136.21,,,
136.272,,,
136.21,,,
136.251,,,
136.293,,,
136.313,,,
136.313,,,
136.313,,,
136.334,,,
136.417,,,
136.417,,,
136.396,,,
136.438,,,
136.458,,,
136.479,,,
136.479,,,
136.582,,,
136.52,,,
136.603,,,
136.624,,,
136.582,,,
136.603,,,
136.603,,,
136.706,,,
136.686,,,
136.748,,,
136.768,,,
136.727,,,
136.81,,,
136.81,,,
136.81,,,
136.851,,,
136.892,,,
136.851,,,
136.872,,,
136.892,,,
136.913,,,
136.954,,,
136.975,,,
137.017,,,
137.017,,,
136.996,,,
137.079,,,
137.037,,,
137.099,,,
137.079,,,
137.141,,,
137.182,,,
137.12,,,
137.203,,,
137.223,,,
137.244,,,
137.306,,,
137.327,,,
137.327,,,
137.347,,,
137.368,,,
137.347,,,
137.368,,,
137.43,,,
137.43,,,
137.451,,,
137.534,,,
137.534,,,
137.596,,,
137.596,,,
137.658,,,
137.74,,,
137.823,,,
137.865,,,
137.865,,,
137.906,137.8692222,,
137.885,,,
137.927,,,
137.927,,,
137.885,,,
137.906,,,
137.906,,,
137.823,,,
137.844,,,
137.761,,,
137.761,,,
137.72,,,
137.678,,,
137.658,,,
137.658,,,
137.637,,,
137.678,,,
137.699,,,
137.761,,,
137.761,,,
137.761,,,
137.761,,,
137.782,,,
137.823,,,
137.844,,,
137.802,,,
137.865,,,
137.885,,,
137.927,,,
137.885,,,
137.927,,,
137.885,,,
137.968,,,
137.989,,,
137.989,,,
138.009,,,
138.009,,,
138.051,,,
138.071,,,
138.051,,,
138.092,,,
138.113,,,
138.175,,,
138.113,,,
138.133,,,
138.133,,,
138.175,,,
138.216,,,
138.216,,,
138.216,,,
138.278,,,
138.278,,,
138.299,,,
138.299,,,
138.382,,,
138.402,,,
138.382,,,
138.382,,,
138.382,,,
138.423,,,
138.444,,,
138.464,,,
138.444,,,
138.526,,,
138.526,,,
138.444,,,
138.464,,,
138.444,,,
138.423,,,
138.382,,,
138.382,,,
138.382,,,
138.402,,,
138.382,,,
138.299,,,
138.299,,,
138.278,,,
138.278,,,
138.216,,,
138.216,,,
138.216,,,
138.175,,,
138.133,,,
138.133,,,
138.113,,,
138.175,,,
138.113,,,
138.092,,,
138.051,,,
138.071,,,
138.051,,,
138.009,,,
138.009,,,
137.989,,,
137.989,,,
137.968,,,
137.885,,,
137.927,,,
137.885,,,
137.927,,,
137.885,,,
137.865,,,
137.802,,,
137.844,,,
137.823,,,
137.782,,,
137.761,,,
137.761,,,
137.761,,,
137.761,,,
137.699,,,
137.678,,,
137.637,,,
137.658,,,
137.658,,,
137.678,,,
137.72,,,
137.761,,,
137.761,,,
137.844,,,
137.823,,,
137.906,,,
137.906,,,
137.885,,,
137.927,,,
137.927,,,
137.885,,,
137.906,137.8692222,,
137.865,,,
137.865,,,
137.823,,,
137.74,,,
137.658,,,
137.596,,,
137.596,,,
137.534,,,
137.534,,,
137.451,,,
137.43,,,
137.43,,,
137.368,,,
137.347,,,
137.368,,,
137.347,,,
137.327,,,
137.327,,,
137.306,,,
137.244,,,
137.223,,,
137.203,,,
137.12,,,
137.182,,,
137.141,,,
137.079,,,
137.099,,,
137.037,,,
137.079,,,
136.996,,,
137.017,,,
137.017,,,
136.975,,,
136.954,,,
136.913,,,
136.892,,,
136.872,,,
136.851,,,
136.892,,,
136.851,,,
136.81,,,
136.81,,,
136.81,,,
136.727,,,
136.768,,,
136.748,,,
136.686,,,
136.706,,,
136.603,,,
136.603,,,
136.582,,,
136.624,,,
136.603,,,
136.52,,,
136.582,,,
136.479,,,
136.479,,,
136.458,,,
136.438,,,
136.396,,,
136.417,,,
136.417,,,
136.334,,,
136.313,,,
136.313,,,
136.313,,,
136.293,,,
136.251,,,
136.21,,,
136.272,,,
136.21,,,
136.189,,,
136.169,,,
136.107,,,
136.107,,,
136.107,,,
136.086,,,
136.086,,,
136.086,,,
136.065,,,
135.983,,,
135.983,,,
135.983,,,
135.921,,,
135.983,,,
135.921,,,
135.921,,,
135.921,,,
135.9,,,
135.858,,,
135.858,,,
135.817,,,
135.817,,,
135.776,,,
135.776,,,
135.755,,,
135.755,,,
135.693,,,
135.734,,,
135.652,,,
135.652,,,
135.693,,,
135.631,,,
135.59,,,
135.61,,,
135.569,,,
135.528,,,
135.569,,,
135.548,,,
135.528,,,
135.507,,,
135.466,,,
135.424,,,
135.403,,,
135.403,,,
135.403,,,
135.403,,,
135.424,,,
135.445,,,
135.486,,,
135.507,,,
135.528,,,
135.569,,,
135.569,,,
135.652,,,
135.631,,,
135.693,,,
135.693,,,
135.734,,,
135.693,,,
135.672,,,
135.714,,,
135.693,135.6562222,135.1300572,
135.693,,,
135.59,,,
135.569,,,
135.548,,,
135.486,,,
135.445,,,
135.3,,,
135.362,,,
135.238,,,
135.238,,,
135.176,,,
135.155,,,
135.176,,,
135.155,,,
135.155,,,
135.114,,,
135.155,,,
135.073,,,
135.093,,,
135.093,,,
134.969,,,
134.949,,,
134.928,,,
134.907,,,
134.928,,,
134.866,,,
134.866,,,
134.825,,,
134.825,,,
134.825,,,
134.866,,,
134.825,,,
134.742,,,
134.783,,,
134.762,,,
134.742,,,
134.742,,,
134.721,,,
134.659,,,
134.7,,,
134.68,,,
134.618,,,
134.597,,,
134.576,,,
134.576,,,
134.556,,,
134.618,,,
134.473,,,
134.473,,,
134.432,,,
134.452,,,
134.411,,,
134.432,,,
134.411,,,
134.411,,,
134.287,,,
134.287,,,
134.328,,,
134.328,,,
134.328,,,
134.225,,,
134.163,,,
134.163,,,
134.163,,,
134.183,,,
134.142,,,
134.121,,,
134.121,,,
134.121,,,
134.018,,,
134.101,,,
134.101,,,
134.059,,,
133.997,,,
133.997,,,
133.997,,,
133.997,,,
133.956,,,
133.915,,,
133.873,,,
133.915,,,
133.894,,,
133.873,,,
133.853,,,
133.791,,,
133.811,,,
133.791,,,
133.77,,,
133.77,,,
133.749,,,
133.708,,,
133.708,,,
133.749,,,
133.687,,,
133.667,,,
133.605,,,
133.563,,,
133.584,,,
133.542,,,
133.542,,,
133.542,,,
133.501,,,
133.542,,,
133.522,,,
133.418,,,
133.418,,,
133.418,,,
133.418,,,
133.418,,,
133.377,,,
133.356,,,
133.336,,,
133.294,,,
133.232,,,
133.253,,,
133.232,,,
133.212,,,
133.191,,,
133.212,,,
133.17,,,
133.191,,,
133.212,,,
133.232,,,
133.253,,,
133.294,,,
133.336,,,
133.336,,,
133.336,,,
133.418,,,
133.418,,,
133.46,,,
133.418,,,
133.46,,,
133.522,,,
133.439,133.4252222,132.9842578,
133.418,,,
133.418,,,
133.336,,,
133.356,,,
133.253,,,
133.232,,,
133.108,,,
133.088,,,
133.067,,,
132.984,,,
132.922,,,
132.901,,,
132.922,,,
132.881,,,
132.881,,,
132.839,,,
132.86,,,
132.881,,,
132.798,,,
132.798,,,
132.819,,,
132.757,,,
132.715,,,
132.674,,,
132.674,,,
132.633,,,
132.612,,,
132.571,,,
132.55,,,
132.612,,,
132.591,,,
132.591,,,
132.529,,,
132.509,132.5545556,132.5454074,
132.571,,,
132.55,132.5224444,132.5172251,
132.509,,,
132.529,,,
132.447,,,
132.467,,,
132.447,,,
132.343,,,
132.405,,,
132.322,,,
132.26,,,
132.302,,,
132.26,,,
132.26,,,
132.219,,,
132.198,,,
132.136,,,
132.136,,,
132.136,,,
132.095,,,
132.095,,,
132.054,,,
132.012,,,
132.054,,,
132.012,,,
131.971,,,
131.971,,,
131.95,,,
131.93,,,
131.909,,,
131.909,,,
131.888,,,
131.847,,,
131.847,,,
131.847,,,
131.847,,,
131.785,,,
131.847,,,
131.806,,,
131.764,,,
131.744,,,
131.744,,,
131.744,,,
131.682,,,
131.702,,,
131.682,,,
131.661,,,
131.661,,,
131.661,,,
131.557,,,
131.537,,,
131.516,,,
131.495,,,
131.475,,,
131.495,,,
131.475,,,
131.475,,,
131.475,,,
131.413,,,
131.413,,,
131.392,,,
131.371,,,
131.371,,,
131.33,,,
131.289,,,
131.309,,,
131.289,,,
131.247,,,
131.206,,,
131.185,,,
131.144,,,
131.144,,,
131.144,,,
131.165,,,
131.103,,,
131.082,,,
131.103,,,
131.061,,,
131.061,,,
131.02,,,
131.041,,,
131.02,,,
130.999,,,
130.979,,,
130.979,,,
131.02,,,
131.061,,,
131.103,,,
131.103,,,
131.185,,,
131.206,,,
131.33,,,
131.351,,,
131.392,,,
131.371,,,
131.392,,,
131.371,,,
131.371,,,
131.371,131.3367778,130.7290216,
131.351,,,
131.33,,,
131.247,,,
131.227,,,
131.165,,,
131.103,,,
131.082,,,
130.999,,,
130.958,,,
130.917,,,
130.854,,,
130.834,,,
130.854,,,
130.813,,,
130.751,,,
130.751,,,
130.71,,,
130.73,,,
130.648,,,
130.689,,,
130.627,,,
130.606,,,
130.503,,,
130.524,,,
130.462,,,
130.441,,,
130.441,,,
130.441,,,
130.4,,,
130.441,,,
130.462,,,
130.4,,,
130.441,,,
130.317,,,
130.358,,,
130.317,,,
130.317,,,
130.276,,,
130.317,,,
130.276,,,
130.255,,,
130.234,,,
130.193,,,
130.193,,,
130.214,,,
130.11,,,
130.152,,,
130.11,,,
130.09,,,
130.069,,,
130.007,,,
129.966,,,
129.986,,,
129.986,,,
129.945,,,
129.945,,,
129.924,,,
129.903,,,
129.862,,,
129.841,,,
129.841,,,
129.821,,,
129.8,,,
129.717,,,
129.738,,,
129.697,,,
129.697,,,
129.697,,,
129.697,,,
129.697,,,
129.676,,,
129.614,,,
129.552,,,
129.573,,,
129.573,,,
129.511,,,
129.511,,,
129.511,,,
129.469,,,
129.469,,,
129.49,,,
129.428,,,
129.407,,,
129.407,,,
129.387,,,
129.366,,,
129.366,,,
129.345,,,
129.325,,,
129.283,,,
129.325,,,
129.283,,,
129.242,,,
129.242,,,
129.221,,,
129.18,,,
129.159,,,
129.201,,,
129.118,,,
129.118,,,
129.118,,,
129.118,,,
129.076,,,
129.056,,,
129.076,,,
129.056,,,
129.014,,,
128.952,,,
129.035,,,
128.89,,,
128.952,,,
128.89,,,
128.87,,,
128.87,,,
128.89,,,
128.849,,,
128.828,,,
128.828,,,
128.828,,,
128.849,,,
128.952,,,
128.994,,,
129.014,,,
129.139,,,
129.118,,,
129.221,,,
129.242,,,
129.242,,,
129.304,,,
129.387,,,
129.366,,,
129.366,,,
129.325,,,
129.304,129.311,128.5654553,
129.325,,,
129.283,,,
129.242,,,
129.201,,,
129.139,,,
129.076,,,
128.952,,,
128.932,,,
128.87,,,
128.787,,,
128.787,,,
128.746,,,
128.704,,,
128.684,,,
128.663,,,
128.622,,,
128.622,,,
128.642,,,
128.56,,,
128.58,,,
128.539,,,
128.498,,,
128.446,,,
128.394,,,
128.353,,,
128.332,,,
128.291,,,
128.291,,,
128.353,,,
128.291,,,
128.27,,,
128.25,,,
128.27,,,
128.25,,,
128.25,,,
128.208,,,
128.208,,,
128.188,,,
128.167,,,
128.126,,,
128.126,,,
128.084,,,
128.043,,,
128.084,,,
128.064,,,
128.001,,,
128.043,,,
127.939,,,
127.939,,,
127.939,,,
127.919,,,
127.877,,,
127.919,,,
127.857,,,
127.795,,,
127.815,,,
127.795,,,
127.753,,,
127.733,,,
127.712,,,
127.691,,,
127.733,,,
127.671,,,
127.65,,,
127.65,,,
127.588,,,
127.526,,,
127.547,,,
127.547,,,
127.609,,,
127.505,,,
127.485,,,
127.505,,,
127.526,,,
127.443,,,
127.464,,,
127.464,,,
127.464,,,
127.423,,,
127.423,,,
127.402,,,
127.381,,,
127.361,,,
127.34,,,
127.299,,,
127.299,,,
127.319,,,
127.299,,,
127.257,,,
127.257,,,
127.216,,,
127.216,,,
127.216,,,
127.175,,,
127.175,,,
127.133,,,
127.133,,,
127.113,,,
127.133,,,
127.133,,,
127.009,,,
127.051,,,
127.009,,,
126.968,,,
126.968,,,
126.927,,,
126.927,,,
126.885,,,
126.906,,,
126.865,,,
126.885,,,
126.823,,,
126.844,,,
126.782,,,
126.803,,,
126.803,,,
126.761,,,
126.761,,,
126.679,,,
126.72,,,
126.699,,,
126.679,,,
126.679,,,
126.658,,,
126.679,,,
126.637,,,
126.575,,,
126.637,,,
126.637,,,
126.679,,,
126.741,,,
126.761,,,
126.844,,,
126.885,,,
126.885,,,
127.009,,,
127.009,,,
127.071,,,
127.175,,,
127.175,,,
127.195,,,
127.216,,,
127.195,,,
127.216,,,
127.195,127.1332222,126.3314474,
127.133,,,
127.051,,,
127.03,,,
126.968,,,
126.906,,,
126.844,,,
126.803,,,
126.741,,,
126.658,,,
126.596,,,
126.555,,,
126.513,,,
126.492,,,
126.472,,,
126.43,,,
126.43,,,
126.43,,,
126.41,,,
126.368,,,
126.265,,,
126.244,,,
126.224,,,
126.162,,,
126.141,,,
126.162,,,
126.12,,,
126.079,,,
126.12,,,
126.079,,,
126.079,,,
126.058,,,
126.079,,,
126.038,,,
126.079,,,
126.058,,,
125.996,,,
125.976,,,
125.976,,,
125.934,,,
125.893,,,
125.893,,,
125.872,,,
125.852,,,
125.872,,,
125.831,,,
125.79,,,
125.81,,,
125.748,,,
125.748,,,
125.645,,,
125.666,,,
125.707,,,
125.604,,,
125.604,,,
125.562,,,
125.604,,,
125.583,,,
125.521,,,
125.521,,,
125.542,,,
125.521,,,
125.48,,,
125.5,,,
125.438,,,
125.438,,,
125.418,,,
125.356,,,
125.335,,,
125.335,,,
125.314,,,
125.356,,,
125.314,,,
125.294,,,
125.294,,,
125.252,,,
125.232,,,
125.232,,,
125.17,,,
125.232,,,
125.19,,,
125.17,,,
125.149,,,
125.108,,,
125.108,,,
125.087,,,
125.066,,,
125.066,,,
125.046,,,
125.066,,,
124.983,,,
124.983,,,
124.983,,,
124.963,,,
124.921,,,
124.942,,,
124.921,,,
124.859,,,
124.88,,,
124.839,,,
124.88,,,
124.797,,,
124.777,,,
124.839,,,
124.735,,,
124.735,,,
124.756,,,
124.735,,,
124.715,,,
124.673,,,
124.673,,,
124.653,,,
124.611,,,
124.611,,,
124.632,,,
124.591,,,
124.57,,,
124.57,,,
124.55,,,
124.55,,,
124.55,,,
124.508,,,
124.487,,,
124.446,,,
124.425,,,
124.405,,,
124.425,,,
124.363,,,
124.343,,,
124.405,,,
124.363,,,
124.363,,,
124.384,,,
124.384,,,
124.425,,,
124.529,,,
124.529,,,
124.591,,,
124.632,,,
124.632,,,
124.735,,,
124.777,,,
124.839,,,
124.859,,,
124.859,,,
124.88,,,
124.88,,,
124.88,,,
124.942,,,
124.901,,,
124.901,124.8503333,124.1534295,
124.839,,,
124.818,,,
124.777,,,
124.715,,,
124.653,,,
124.57,,,
124.529,,,
124.363,,,
124.301,,,
124.219,,,
124.239,,,
124.198,,,
124.198,,,
124.157,,,
124.157,,,
124.136,,,
124.074,,,
124.074,,,
124.053,,,
123.991,,,
123.991,,,
123.95,,,
123.909,,,
123.867,,,
123.909,,,
123.847,,,
123.888,,,
123.867,,,
123.867,,,
123.826,,,
123.826,,,
123.805,,,
123.826,,,
123.826,123.7983333,123.7675012,
123.764,,,
123.805,,,
123.764,,,
123.743,,,
123.681,,,
123.702,,,
123.743,,,
123.64,,,
123.537,,,
123.557,,,
123.557,,,
123.578,,,
123.557,,,
123.537,,,
123.495,,,
123.454,,,
123.454,,,
123.371,,,
123.392,,,
123.371,,,
123.33,,,
123.309,,,
123.33,,,
123.309,,,
123.268,,,
123.227,,,
123.247,,,
123.206,,,
123.227,,,
123.185,,,
123.165,,,
123.144,,,
123.165,,,
123.103,,,
123.123,,,
123.082,,,
123.061,,,
123.103,,,
123.041,,,
123.041,,,
123.041,,,
123.061,,,
122.999,,,
123.02,,,
122.937,,,
122.958,,,
122.917,,,
122.958,,,
122.917,,,
122.875,,,
122.896,,,
122.917,,,
122.875,,,
122.834,,,
122.793,,,
122.813,,,
122.772,,,
122.751,,,
122.751,,,
122.731,,,
122.731,,,
122.71,,,
122.669,,,
122.689,,,
122.648,,,
122.627,,,
122.627,,,
122.607,,,
122.607,,,
122.586,,,
122.503,,,
122.565,,,
122.503,,,
122.441,,,
122.462,,,
122.483,,,
122.462,,,
122.441,,,
122.4,,,
122.421,,,
122.379,,,
122.359,,,
122.359,,,
122.317,,,
122.297,,,
122.276,,,
122.276,,,
122.297,,,
122.297,,,
122.214,,,
122.255,,,
122.214,,,
122.255,,,
122.193,,,
122.193,,,
122.193,,,
122.193,,,
122.173,,,
122.214,,,
122.255,,,
122.297,,,
122.379,,,
122.4,,,
122.421,,,
122.462,,,
122.524,,,
122.524,,,
122.586,,,
122.648,,,
122.648,,,
122.648,,,
122.669,,,
122.669,,,
122.669,,,
122.648,122.609,122.0017908,
122.565,,,
122.586,,,
122.565,,,
122.462,,,
122.421,,,
122.359,,,
122.297,,,
122.235,,,
122.193,,,
122.131,,,
122.09,,,
122.09,,,
121.987,,,
122.007,,,
121.966,,,
122.007,,,
121.925,,,
121.904,,,
121.925,,,
121.883,,,
121.821,,,
121.842,,,
121.739,,,
121.78,,,
121.697,,,
121.718,,,
121.718,,,
121.739,,,
121.697,,,
121.739,,,
121.739,,,
121.677,,,
121.677,,,
121.718,,,
121.677,121.6606667,121.5995675,
121.594,,,
121.635,,,
121.635,,,
121.594,,,
121.594,,,
121.511,,,
121.532,,,
121.532,,,
121.511,,,
121.47,,,
121.449,,,
121.449,,,
121.429,,,
121.408,,,
121.305,,,
121.346,,,
121.346,,,
121.305,,,
121.284,,,
121.284,,,
121.263,,,
121.222,,,
121.222,,,
121.222,,,
121.201,,,
121.181,,,
121.181,,,
121.098,,,
121.119,,,
121.098,,,
121.077,,,
121.036,,,
121.057,,,
121.057,,,
121.036,,,
121.036,,,
120.974,,,
120.953,,,
120.974,,,
120.912,,,
120.933,,,
120.85,,,
120.891,,,
120.891,,,
120.85,,,
120.85,,,
120.829,,,
120.809,,,
120.767,,,
120.767,,,
120.767,,,
120.747,,,
120.747,,,
120.705,,,
120.685,,,
120.685,,,
120.664,,,
120.643,,,
120.602,,,
120.623,,,
120.581,,,
120.561,,,
120.54,,,
120.602,,,
120.519,,,
120.54,,,
120.499,,,
120.478,,,
120.478,,,
120.457,,,
120.416,,,
120.395,,,
120.437,,,
120.416,,,
120.375,,,
120.292,,,
120.333,,,
120.271,,,
120.251,,,
120.313,,,
120.271,,,
120.271,,,
120.251,,,
120.23,,,
120.209,,,
120.168,,,
120.209,,,
120.168,,,
120.189,,,
120.127,,,
120.168,,,
120.147,,,
120.147,,,
120.127,,,
120.189,,,
120.189,,,
120.23,,,
120.333,,,
120.416,,,
120.457,,,
120.437,,,
120.478,,,
120.519,,,
120.561,,,
120.623,,,
120.602,,,
120.664,,,
120.664,,,
120.643,,,
120.643,120.5904444,119.96074,
120.561,,,
120.561,,,
120.519,,,
120.457,,,
120.416,,,
120.333,,,
120.23,,,
120.189,,,
120.106,,,
120.085,,,
120.023,,,
119.961,,,
119.982,,,
119.899,,,
119.879,,,
119.879,,,
119.879,,,
119.899,,,
119.858,,,
119.837,,,
119.775,,,
119.775,,,
119.734,,,
119.693,,,
119.651,,,
119.672,,,
119.672,,,
119.651,,,
119.693,,,
119.693,,,
119.693,,,
119.631,,,
119.631,,,
119.651,,,
119.61,119.6192222,119.5525799,
119.651,,,
119.569,,,
119.61,,,
119.527,,,
119.569,,,
119.507,,,
119.465,,,
119.486,,,
119.465,,,
119.403,,,
119.403,,,
119.383,,,
119.362,,,
119.341,,,
119.3,,,
119.321,,,
119.279,,,
119.238,,,
119.238,,,
119.176,,,
119.238,,,
119.176,,,
119.176,,,
119.135,,,
119.114,,,
119.114,,,
119.031,,,
119.073,,,
119.052,,,
119.011,,,
119.011,,,
119.011,,,
118.97,,,
118.949,,,
118.949,,,
118.97,,,
118.928,,,
118.949,,,
118.949,,,
118.928,,,
118.907,,,
118.907,118.8982222,118.8529402,
118.907,,,
118.846,,,
118.866,,,
118.825,,,
118.825,,,
118.825,,,
118.763,,,
118.742,,,
118.742,,,
118.722,,,
118.701,,,
118.66,,,
118.742,,,
118.66,,,
118.701,,,
118.598,,,
118.618,,,
118.577,,,
118.618,,,
118.598,,,
118.556,,,
118.515,,,
118.536,,,
118.556,,,
118.494,,,
118.494,,,
118.494,,,
118.515,,,
118.453,,,
118.494,,,
118.432,,,
118.412,,,
118.35,,,
118.37,,,
118.412,,,
118.288,,,
118.267,,,
118.288,,,
118.288,,,
118.246,,,
118.226,,,
118.205,,,
118.205,,,
118.205,,,
118.246,,,
118.164,,,
118.143,,,
118.143,,,
118.164,,,
118.122,,,
118.143,,,
118.205,,,
118.164,,,
118.246,,,
118.308,,,
118.35,,,
118.432,,,
118.577,,,
118.515,,,
118.598,,,
118.618,,,
118.701,,,
118.722,,,
118.763,,,
118.742,,,
118.784,,,
118.784,,,
118.784,,,
118.763,118.7241111,117.893437,
118.722,,,
118.722,,,
118.66,,,
118.556,,,
118.556,,,
118.536,,,
118.453,,,
118.391,,,
118.308,,,
118.205,,,
118.164,,,
118.122,,,
118.081,,,
118.102,,,
118.04,,,
117.998,,,
117.936,,,
117.916,,,
117.916,,,
117.874,,,
117.833,,,
117.812,,,
117.812,,,
117.792,,,
117.75,,,
117.792,,,
117.75,,,
117.792,,,
117.75,,,
117.709,,,
117.709,,,
117.688,,,
117.688,,,
117.668,,,
117.668,,,
117.688,,,
117.647,,,
117.606,,,
117.626,,,
117.606,,,
117.544,,,
117.564,,,
117.544,,,
117.544,,,
117.544,,,
117.502,,,
117.461,,,
117.44,,,
117.399,,,
117.42,,,
117.358,,,
117.378,,,
117.296,,,
117.296,,,
117.337,,,
117.316,,,
117.275,,,
117.213,,,
117.192,,,
117.213,,,
117.172,,,
117.192,,,
117.13,,,
117.172,,,
117.151,,,
117.068,,,
117.089,,,
117.048,,,
117.068,,,
117.068,,,
117.048,,,
117.027,,,
117.006,,,
116.965,,,
116.965,,,
116.965,,,
116.944,,,
116.924,,,
116.944,,,
116.924,,,
116.924,,,
116.903,,,
116.883,116.8847778,116.8701058,
116.883,,,
116.841,,,
116.82,,,
116.841,,,
116.841,,,
116.8,,,
116.8,,,
116.779,,,
116.759,,,
116.717,,,
116.717,,,
116.676,,,
116.655,,,
116.655,,,
116.676,,,
116.635,,,
116.593,,,
116.614,,,
116.552,,,
116.593,,,
116.552,,,
116.552,,,
116.573,,,
116.469,,,
116.449,,,
116.469,,,
116.469,,,
116.428,,,
116.387,,,
116.407,,,
116.366,,,
116.345,,,
116.366,,,
116.345,,,
116.325,,,
116.345,,,
116.283,,,
116.283,,,
116.304,,,
116.263,,,
116.263,,,
116.242,,,
116.221,,,
116.201,,,
116.221,,,
116.283,,,
116.283,,,
116.304,,,
116.387,,,
116.449,,,
116.552,,,
116.655,,,
116.759,,,
116.8,,,
116.862,,,
116.862,,,
116.903,,,
116.986,,,
116.986,,,
116.986,,,
116.965,,,
116.986,,,
117.006,,,
116.924,116.9261111,115.9734901,
116.924,,,
116.883,,,
116.841,,,
116.82,,,
116.759,,,
116.717,,,
116.676,,,
116.635,,,
116.552,,,
116.449,,,
116.366,,,
116.366,,,
116.345,,,
116.221,,,
116.18,,,
116.139,,,
116.139,,,
116.077,,,
116.035,,,
116.015,,,
115.953,,,
115.932,,,
115.932,,,
115.891,,,
115.911,,,
115.849,,,
115.849,,,
115.849,,,
115.849,,,
115.808,,,
