,,,
Fixed mmHg,Peeks,Peak cuff,Peak Ampl
61.805,,,
61.825,,,
61.867,,,
61.908,,,
61.949,,,
61.97,,,
62.031,,,
62.052,,,
62.114,,,
62.114,,,
62.155,,,
62.217,,,
62.238,,,
62.258,,,
62.32,,,
62.299,,,
62.361,,,
62.423,,,
62.444,,,
62.464,,,
62.485,,,
62.547,,,
62.567,,,
62.567,,,
62.65,,,
62.65,,,
62.691,,,
62.753,,,
62.815,,,
62.835,,,
62.856,,,
62.918,,,
62.959,,,
63.021,,,
63.062,,,
63.062,,,
63.103,,,
63.144,,,
63.206,,,
63.186,,,
63.165,,,
63.247,,,
63.33,,,
63.289,,,
63.392,,,
63.412,,,
63.433,,,
63.454,,,
63.515,,,
63.515,,,
63.557,,,
63.618,,,
63.598,,,
63.66,,,
63.722,,,
63.742,,,
63.763,,,
63.845,,,
63.886,,,
63.886,,,
63.948,,,
63.969,,,
64.01,,,
64.01,,,
64.051,,,
64.051,,,
64.093,,,
64.134,,,
64.216,,,
64.216,,,
64.299,,,
64.381,,,
64.381,,,
64.443,,,
64.505,,,
64.587,,,
64.628,,,
64.67,,,
64.711,,,
64.752,,,
64.835,,,
64.855,,,
64.876,,,
64.896,,,
64.917,,,
64.938,,,
64.958,64.93988889,63.4017617,
64.979,,,
64.958,,,
64.958,,,
64.979,,,
64.958,,,
65,,,
64.958,,,
65,,,
65,,,
65,,,
65,,,
65.02,,,
65.061,,,
65.041,,,
64.979,,,
64.917,,,
64.958,,,
64.896,,,
64.876,,,
64.814,,,
64.773,,,
64.628,,,
64.525,,,
64.422,,,
64.299,,,
64.175,,,
64.093,,,
64.051,,,
64.093,,,
64.093,,,
64.093,,,
64.134,,,
64.175,,,
64.175,,,
64.216,,,
64.278,,,
64.278,,,
64.34,,,
64.34,,,
64.361,,,
64.464,,,
64.484,,,
64.546,,,
64.587,,,
64.628,,,
64.649,,,
64.69,,,
64.793,,,
64.814,,,
64.835,,,
64.855,,,
64.876,,,
64.958,,,
65,,,
65.041,,,
65.082,,,
65.123,,,
65.144,,,
65.247,,,
65.247,,,
65.288,,,
65.329,,,
65.391,,,
65.35,,,
65.453,,,
65.535,,,
65.577,,,
65.618,,,
65.659,,,
65.7,,,
65.762,,,
65.824,,,
65.845,,,
65.865,,,
65.907,,,
65.989,,,
66.01,,,
66.051,,,
66.113,,,
66.154,,,
66.175,,,
66.278,,,
66.36,,,
66.381,,,
66.422,,,
66.463,,,
66.504,,,
66.566,,,
66.649,,,
66.649,,,
66.649,,,
66.814,,,
66.752,,,
66.814,,,
66.814,,,
66.896,,,
67.02,,,
67.02,,,
67.02,,,
67.102,,,
67.102,,,
67.185,,,
67.185,,,
67.267,,,
67.35,,,
67.391,,,
67.473,,,
67.473,,,
67.535,,,
67.597,,,
67.638,,,
67.679,,,
67.7,,,
67.762,,,
67.762,,,
67.803,,,
67.886,,,
67.886,,,
67.906,,,
67.968,,,
67.927,,,
68.03,,,
68.03,,,
68.112,,,
68.133,,,
68.154,,,
68.236,,,
68.257,,,
68.339,,,
68.38,,,
68.36,,,
68.463,,,
68.463,,,
68.545,,,
68.545,,,
68.586,,,
68.628,,,
68.71,,,
68.69,,,
68.731,,,
68.793,,,
68.751,,,
68.813,68.80188889,66.49586486,
68.855,,,
68.834,,,
68.875,,,
68.875,,,
68.855,,,
68.855,,,
68.751,,,
68.793,,,
68.731,,,
68.751,,,
68.751,,,
68.751,,,
68.69,,,
68.71,,,
68.669,,,
68.628,,,
68.607,,,
68.586,,,
68.483,,,
68.463,,,
68.339,,,
68.298,,,
68.174,,,
68.051,,,
67.927,,,
67.824,,,
67.679,,,
67.597,,,
67.391,,,
67.308,,,
67.308,,,
67.205,,,
67.185,,,
67.226,,,
67.226,,,
67.267,,,
67.267,,,
67.267,,,
67.329,,,
67.35,,,
67.391,,,
67.432,,,
67.432,,,
67.473,,,
67.494,,,
67.514,,,
67.597,,,
67.556,,,
67.659,,,
67.659,,,
67.679,,,
67.7,,,
67.741,,,
67.762,,,
67.762,,,
67.803,,,
67.824,,,
67.844,,,
67.844,,,
67.927,,,
67.947,,,
67.927,,,
67.947,,,
67.968,,,
68.051,,,
68.071,,,
68.009,,,
68.112,,,
68.133,,,
68.133,,,
68.133,,,
68.215,,,
68.277,,,
68.298,,,
68.257,,,
68.339,,,
68.318,,,
68.318,,,
68.38,,,
68.442,,,
68.442,,,
68.442,,,
68.483,,,
68.504,,,
68.483,,,
68.545,,,
68.586,,,
68.545,,,
68.69,,,
68.628,,,
68.648,,,
68.69,,,
68.71,,,
68.751,,,
68.751,,,
68.751,,,
68.834,,,
68.793,,,
68.813,,,
68.813,,,
68.896,,,
68.855,,,
68.875,,,
68.916,,,
68.896,,,
68.937,,,
68.958,,,
69.04,,,
69.061,,,
69.081,,,
69.102,,,
69.04,,,
69.081,,,
69.143,,,
69.081,,,
69.143,,,
69.123,,,
69.164,,,
69.143,,,
69.184,,,
69.226,,,
69.246,,,
69.287,,,
69.287,,,
69.308,,,
69.308,,,
69.329,,,
69.349,,,
69.411,,,
69.452,,,
69.432,,,
69.473,,,
69.535,,,
69.535,,,
69.556,,,
69.556,,,
69.617,,,
69.617,,,
69.679,,,
69.638,,,
69.72,,,
69.782,69.718,67.80383908,
69.72,,,
69.762,,,
69.782,,,
69.762,,,
69.803,,,
69.782,,,
69.741,,,
69.741,,,
69.7,,,
69.679,,,
69.679,,,
69.617,,,
69.638,,,
69.679,,,
69.597,,,
69.617,,,
69.597,,,
69.597,,,
69.535,,,
69.494,,,
69.411,,,
69.37,,,
69.329,,,
69.267,,,
69.143,,,
69.04,,,
68.793,,,
68.669,,,
68.463,,,
68.442,,,
68.298,,,
68.154,,,
68.133,,,
68.009,,,
67.989,,,
67.947,,,
67.968,,,
67.947,,,
67.968,,,
68.03,,,
68.03,,,
68.112,,,
68.051,,,
68.154,,,
68.174,,,
68.195,,,
68.195,,,
68.215,,,
68.236,,,
68.257,,,
68.298,,,
68.339,,,
68.38,,,
68.38,,,
68.38,,,
68.36,,,
68.422,,,
68.483,,,
68.545,,,
68.525,,,
68.586,,,
68.607,,,
68.607,,,
68.586,,,
68.628,,,
68.648,,,
68.71,,,
68.71,,,
68.751,,,
68.751,,,
68.813,,,
68.751,,,
68.813,,,
68.855,,,
68.875,,,
68.896,,,
68.999,,,
68.937,,,
69.02,,,
69.04,,,
69.081,,,
69.081,,,
69.081,,,
69.102,,,
69.164,,,
69.184,,,
69.205,,,
69.246,,,
69.226,,,
69.246,,,
69.287,,,
69.287,,,
69.329,,,
69.349,,,
69.329,,,
69.391,,,
69.452,,,
69.452,,,
69.473,,,
69.452,,,
69.576,,,
69.535,,,
69.576,,,
69.576,,,
69.576,,,
69.659,,,
69.659,,,
69.659,,,
69.679,,,
69.741,,,
69.7,,,
69.741,,,
69.762,,,
69.824,,,
69.824,,,
69.844,,,
69.865,,,
69.865,,,
69.865,,,
69.885,,,
69.927,,,
69.927,,,
69.927,,,
69.968,,,
69.906,,,
69.947,,,
70.009,,,
69.988,,,
70.03,,,
69.988,,,
70.071,,,
70.071,,,
70.071,,,
70.112,,,
70.153,,,
70.112,,,
70.236,,,
70.153,,,
70.195,,,
70.236,,,
70.2565,,,
70.277,,,
70.318,,,
70.36,,,
70.36,,,
70.36,,,
70.421,,,
70.421,,,
70.483,,,
70.483,70.48322222,68.4760287,
70.483,,,
70.566,,,
70.566,,,
70.566,,,
70.566,,,
70.525,,,
70.442,,,
70.442,,,
70.421,,,
70.38,,,
70.339,,,
70.339,,,
70.36,,,
70.36,,,
70.257,,,
70.236,,,
70.277,,,
70.174,,,
70.153,,,
70.112,,,
70.112,,,
70.009,,,
69.968,,,
69.906,,,
69.803,,,
69.659,,,
69.597,,,
69.473,,,
69.37,,,
69.226,,,
69.102,,,
68.937,,,
68.793,,,
68.669,,,
68.628,,,
68.586,,,
68.586,,,
68.586,,,
68.586,,,
68.628,,,
68.71,,,
68.69,,,
68.69,,,
68.751,,,
68.772,,,
68.813,,,
68.813,,,
68.875,,,
68.834,,,
68.875,,,
68.916,,,
68.978,,,
68.999,,,
69.04,,,
69.04,,,
69.061,,,
69.081,,,
69.143,,,
69.164,,,
69.123,,,
69.184,,,
69.184,,,
69.205,,,
69.205,,,
69.246,,,
69.246,,,
69.308,,,
69.329,,,
69.391,,,
69.411,,,
69.411,,,
69.452,,,
69.452,,,
69.494,,,
69.535,,,
69.556,,,
69.576,,,
69.597,,,
69.617,,,
69.617,,,
69.617,,,
69.7,,,
69.7,,,
69.72,,,
69.741,,,
69.762,,,
69.762,,,
69.782,,,
69.844,,,
69.844,,,
69.906,,,
69.906,,,
69.947,,,
70.009,,,
69.988,,,
69.947,,,
69.988,,,
70.05,,,
70.112,,,
70.112,,,
70.071,,,
70.153,,,
70.153,,,
70.236,,,
70.257,,,
70.257,,,
70.257,,,
70.257,,,
70.277,,,
70.277,,,
70.318,,,
70.339,,,
70.339,,,
70.36,,,
70.339,,,
70.401,,,
70.463,,,
70.442,,,
70.483,,,
70.483,,,
70.525,,,
70.483,,,
70.504,,,
70.483,,,
70.566,,,
70.566,,,
70.607,,,
70.607,,,
70.648,,,
70.607,,,
70.628,,,
70.648,,,
70.648,,,
70.69,,,
70.772,,,
70.71,,,
70.772,,,
70.813,,,
70.793,,,
70.854,,,
70.896,,,
70.937,,,
70.916,,,
70.937,,,
71.019,,,
70.978,,,
70.978,,,
71.061,,,
71.061,,,
71.081,,,
71.164,71.09955556,69.04512951,
71.143,,,
71.143,,,
71.122,,,
71.143,,,
71.184,,,
71.164,,,
71.102,,,
71.102,,,
71.081,,,
71.061,,,
70.978,,,
70.978,,,
70.937,,,
70.937,,,
70.896,,,
70.896,,,
70.854,,,
70.834,,,
70.793,,,
70.69,,,
70.628,,,
70.586,,,
70.483,,,
70.421,,,
70.257,,,
70.236,,,
70.071,,,
69.968,,,
69.824,,,
69.679,,,
69.535,,,
69.391,,,
69.287,,,
69.246,,,
69.205,,,
69.143,,,
69.143,,,
69.123,,,
69.164,,,
69.164,,,
69.205,,,
69.246,,,
69.246,,,
69.267,,,
69.246,,,
69.349,,,
69.329,,,
69.308,,,
69.37,,,
69.411,,,
69.411,,,
69.411,,,
69.494,,,
69.494,,,
69.556,,,
69.576,,,
69.556,,,
69.556,,,
69.617,,,
69.659,,,
69.7,,,
69.638,,,
69.7,,,
69.741,,,
69.762,,,
69.782,,,
69.824,,,
69.803,,,
69.844,,,
69.906,,,
69.927,,,
69.906,,,
69.968,,,
69.968,,,
70.009,,,
70.009,,,
70.009,,,
70.071,,,
70.071,,,
70.112,,,
70.133,,,
70.112,,,
70.174,,,
70.195,,,
70.236,,,
70.277,,,
70.318,,,
70.318,,,
70.318,,,
70.401,,,
70.38,,,
70.421,,,
70.442,,,
70.483,,,
70.525,,,
70.483,,,
70.566,,,
70.545,,,
70.566,,,
70.566,,,
70.628,,,
70.648,,,
70.648,,,
70.69,,,
70.648,,,
70.69,,,
70.751,,,
70.793,,,
70.772,,,
70.834,,,
70.854,,,
70.834,,,
70.834,,,
70.834,,,
70.854,,,
70.875,,,
70.958,,,
70.937,,,
70.999,,,
70.978,,,
70.978,,,
71.04,,,
71.019,,,
71.04,,,
71.081,,,
71.102,,,
71.081,,,
71.122,,,
71.102,,,
71.164,,,
71.184,,,
71.184,,,
71.226,,,
71.246,,,
71.246,,,
71.246,,,
71.267,,,
71.349,,,
71.349,,,
71.391,,,
71.452,,,
71.473,,,
71.432,,,
71.473,,,
71.514,,,
71.638,,,
71.555,,,
71.638,,,
71.679,71.63555556,69.49226547,
71.638,,,
71.679,,,
71.7,,,
71.679,,,
71.679,,,
71.679,,,
71.638,,,
71.617,,,
71.617,,,
71.638,,,
71.638,,,
71.555,,,
71.514,,,
71.494,,,
71.432,,,
71.452,,,
71.473,,,
71.391,,,
71.308,,,
71.267,,,
71.143,,,
71.081,,,
70.958,,,
70.937,,,
70.772,,,
70.669,,,
70.504,,,
70.401,,,
70.257,,,
70.112,,,
69.988,,,
69.865,,,
69.7,,,
69.617,,,
69.617,,,
69.576,,,
69.535,,,
69.576,,,
69.597,,,
69.597,,,
69.617,,,
69.617,,,
69.617,,,
69.7,,,
69.7,,,
69.7,,,
69.782,,,
69.803,,,
69.782,,,
69.762,,,
69.844,,,
69.906,,,
69.927,,,
69.947,,,
69.947,,,
69.927,,,
70.03,,,
70.03,,,
70.112,,,
70.112,,,
70.133,,,
70.112,,,
70.153,,,
70.174,,,
70.195,,,
70.195,,,
70.236,,,
70.277,,,
70.277,,,
70.339,,,
70.36,,,
70.318,,,
70.38,,,
70.339,,,
70.442,,,
70.442,,,
70.442,,,
70.483,,,
70.525,,,
70.525,,,
70.545,,,
70.607,,,
70.607,,,
70.648,,,
70.69,,,
70.731,,,
70.69,,,
70.751,,,
70.731,,,
70.772,,,
70.813,,,
70.875,,,
70.834,,,
70.916,,,
70.937,,,
70.916,,,
70.978,,,
70.958,,,
71.061,,,
71.019,,,
71.061,,,
71.061,,,
71.143,,,
71.143,,,
71.143,,,
71.164,,,
71.226,,,
71.267,,,
71.246,,,
71.246,,,
71.329,,,
71.308,,,
71.329,,,
71.37,,,
71.349,,,
71.391,,,
71.391,,,
71.411,,,
71.411,,,
71.473,,,
71.452,,,
71.535,,,
71.514,,,
71.535,,,
71.555,,,
71.617,,,
71.617,,,
71.659,,,
71.679,,,
71.7,,,
71.679,,,
71.741,,,
71.762,,,
71.865,,,
71.824,,,
71.885,,,
71.885,,,
71.927,,,
71.927,,,
71.968,,,
72.009,,,
72.03,,,
72.03,,,
72.092,,,
72.153,,,
72.133,,,
72.195,72.16033333,70.02379138,
72.174,,,
72.215,,,
72.215,,,
72.236,,,
72.174,,,
72.215,,,
72.195,,,
72.153,,,
72.153,,,
72.153,,,
72.112,,,
72.05,,,
72.112,,,
72.05,,,
72.05,,,
72.009,,,
71.947,,,
71.906,,,
71.885,,,
71.824,,,
71.741,,,
71.679,,,
71.514,,,
71.494,,,
71.432,,,
71.267,,,
71.184,,,
70.875,,,
70.669,,,
70.545,,,
70.421,,,
70.421,,,
70.236,,,
70.174,,,
70.153,,,
70.133,,,
70.153,,,
70.112,,,
70.112,,,
70.195,,,
70.215,,,
70.195,,,
70.236,,,
70.277,,,
70.277,,,
70.318,,,
70.298,,,
70.38,,,
70.401,,,
70.401,,,
70.421,,,
70.421,,,
70.463,,,
70.483,,,
70.545,,,
70.545,,,
70.586,,,
70.566,,,
70.628,,,
70.607,,,
70.69,,,
70.669,,,
70.69,,,
70.69,,,
70.772,,,
70.813,,,
70.834,,,
70.854,,,
70.916,,,
70.958,,,
70.937,,,
70.958,,,
71.019,,,
71.019,,,
71.061,,,
71.061,,,
71.102,,,
71.122,,,
71.122,,,
71.122,,,
71.226,,,
71.226,,,
71.226,,,
71.226,,,
71.308,,,
71.349,,,
71.37,,,
71.329,,,
71.432,,,
71.452,,,
71.411,,,
71.494,,,
71.473,,,
71.555,,,
71.555,,,
71.597,,,
71.597,,,
71.659,,,
71.679,,,
71.679,,,
71.72,,,
71.762,,,
71.803,,,
71.803,,,
71.824,,,
71.803,,,
71.844,,,
71.885,,,
71.906,,,
71.927,,,
71.968,,,
71.968,,,
71.989,,,
72.03,,,
72.05,,,
72.071,,,
72.112,,,
72.133,,,
72.112,,,
72.133,,,
72.215,,,
72.153,,,
72.236,,,
72.215,,,
72.236,,,
72.257,,,
72.257,,,
72.257,,,
72.298,,,
72.318,,,
72.339,,,
72.38,,,
72.38,,,
72.422,,,
72.463,,,
72.463,,,
72.463,,,
72.525,,,
72.545,,,
72.566,,,
72.628,,,
72.69,,,
72.731,,,
72.731,,,
72.793,,,
72.793,,,
72.772,,,
72.855,,,
72.875,,,
72.896,,,
72.978,,,
72.958,72.95322222,70.67031579,
73.02,,,
72.999,,,
72.999,,,
72.999,,,
72.999,,,
72.999,,,
72.958,,,
72.916,,,
72.958,,,
72.937,,,
72.875,,,
72.834,,,
72.793,,,
72.793,,,
72.751,,,
72.751,,,
72.751,,,
72.648,,,
72.628,,,
72.545,,,
72.463,,,
72.339,,,
72.298,,,
72.215,,,
72.092,,,
71.947,,,
71.803,,,
71.679,,,
71.494,,,
71.329,,,
71.184,,,
71.061,,,
71.019,,,
70.875,,,
70.813,,,
70.813,,,
70.772,,,
70.793,,,
70.854,,,
70.854,,,
70.854,,,
70.875,,,
70.854,,,
70.937,,,
70.978,,,
70.958,,,
70.999,,,
71.04,,,
71.04,,,
71.04,,,
71.102,,,
71.164,,,
71.143,,,
71.184,,,
71.184,,,
71.226,,,
71.287,,,
71.287,,,
71.308,,,
71.37,,,
71.349,,,
71.391,,,
71.391,,,
71.452,,,
71.432,,,
71.473,,,
71.494,,,
71.597,,,
71.638,,,
71.555,,,
71.7,,,
71.638,,,
71.617,,,
71.7,,,
71.762,,,
71.824,,,
71.803,,,
71.844,,,
71.885,,,
71.927,,,
71.968,,,
71.947,,,
71.968,,,
72.071,,,
72.03,,,
72.071,,,
72.092,,,
72.112,,,
72.174,,,
72.174,,,
72.174,,,
72.215,,,
72.257,,,
72.277,,,
72.339,,,
72.38,,,
72.36,,,
72.401,,,
72.401,,,
72.463,,,
72.463,,,
72.525,,,
72.566,,,
72.545,,,
72.587,,,
72.607,,,
72.587,,,
72.669,,,
72.648,,,
72.669,,,
72.69,,,
72.71,,,
72.751,,,
72.71,,,
72.751,,,
72.731,,,
72.855,,,
72.855,,,
72.916,,,
72.916,,,
72.937,,,
72.937,,,
72.999,,,
73.04,,,
73.02,,,
73.04,,,
73.04,,,
73.081,,,
73.04,,,
73.123,,,
73.123,,,
73.143,,,
73.164,,,
73.164,,,
73.205,,,
73.246,,,
73.267,,,
73.288,,,
73.288,,,
73.391,,,
73.391,,,
73.411,,,
73.432,,,
73.453,,,
73.494,,,
73.535,,,
73.556,,,
73.618,,,
73.618,,,
73.659,,,
73.741,,,
73.783,,,
73.741,73.73222222,71.38844662,
73.741,,,
73.783,,,
73.741,,,
73.783,,,
73.783,,,
73.783,,,
73.762,,,
73.7,,,
73.679,,,
73.638,,,
73.638,,,
73.638,,,
73.597,,,
73.556,,,
73.535,,,
73.514,,,
73.473,,,
73.411,,,
73.349,,,
73.267,,,
73.226,,,
73.102,,,
73.04,,,
72.958,,,
72.855,,,
72.71,,,
72.607,,,
72.483,,,
72.257,,,
72.092,,,
71.947,,,
71.865,,,
71.72,,,
71.659,,,
71.555,,,
71.535,,,
71.535,,,
71.514,,,
71.514,,,
71.576,,,
71.597,,,
71.638,,,
71.659,,,
71.659,,,
71.72,,,
71.741,,,
71.762,,,
71.782,,,
71.844,,,
71.865,,,
71.844,,,
71.927,,,
71.906,,,
71.947,,,
71.927,,,
71.989,,,
72.009,,,
72.05,,,
72.092,,,
72.092,,,
72.133,,,
72.133,,,
72.133,,,
72.174,,,
72.215,,,
72.257,,,
72.257,,,
72.318,,,
72.318,,,
72.36,,,
72.401,,,
72.422,,,
72.463,,,
72.463,,,
72.504,,,
72.504,,,
72.545,,,
72.566,,,
72.545,,,
72.607,,,
72.669,,,
72.69,,,
72.731,,,
72.71,,,
72.731,,,
72.772,,,
72.855,,,
72.855,,,
72.875,,,
72.916,,,
72.937,,,
72.999,,,
73.02,,,
73.04,,,
73.102,,,
73.123,,,
73.143,,,
73.164,,,
73.184,,,
73.226,,,
73.246,,,
73.226,,,
73.246,,,
73.246,,,
73.288,,,
73.391,,,
73.308,,,
73.37,,,
73.432,,,
73.473,,,
73.494,,,
73.494,,,
73.514,,,
73.494,,,
73.556,,,
73.597,,,
73.618,,,
73.597,,,
73.638,,,
73.618,,,
73.659,,,
73.659,,,
73.721,,,
73.741,,,
73.741,,,
73.762,,,
73.783,,,
73.783,,,
73.824,,,
73.844,,,
73.886,,,
73.906,,,
73.865,,,
73.927,,,
73.968,,,
73.989,,,
73.927,,,
74.03,,,
74.092,,,
74.071,,,
74.112,,,
74.154,,,
74.216,,,
74.236,,,
74.216,,,
74.257,,,
74.339,,,
74.36,,,
74.401,,,
74.442,,,
74.442,,,
74.484,,,
74.484,74.48366667,72.24081751,
74.525,,,
74.525,,,
74.525,,,
74.525,,,
74.484,,,
74.442,,,
74.484,,,
74.442,,,
74.442,,,
74.401,,,
74.381,,,
74.36,,,
74.277,,,
74.277,,,
74.257,,,
74.216,,,
74.216,,,
74.154,,,
74.071,,,
73.989,,,
73.906,,,
73.824,,,
73.7,,,
73.618,,,
73.535,,,
73.329,,,
73.164,,,
73.04,,,
72.834,,,
72.71,,,
72.628,,,
72.545,,,
72.463,,,
72.442,,,
72.401,,,
72.422,,,
72.442,,,
72.442,,,
72.463,,,
72.504,,,
72.504,,,
72.545,,,
72.545,,,
72.607,,,
72.628,,,
72.669,,,
72.669,,,
72.71,,,
72.71,,,
72.751,,,
72.793,,,
72.875,,,
72.896,,,
72.937,,,
72.937,,,
72.958,,,
72.958,,,
72.999,,,
73.04,,,
73.123,,,
73.061,,,
73.081,,,
73.123,,,
73.123,,,
73.184,,,
73.205,,,
73.226,,,
73.246,,,
73.288,,,
73.308,,,
73.391,,,
73.349,,,
73.411,,,
73.432,,,
73.473,,,
73.494,,,
73.494,,,
73.535,,,
73.556,,,
73.618,,,
73.618,,,
73.618,,,
73.679,,,
73.721,,,
73.7,,,
73.7,,,
73.783,,,
73.783,,,
73.824,,,
73.824,,,
73.844,,,
73.906,,,
73.927,,,
73.906,,,
74.009,,,
74.03,,,
74.009,,,
74.051,,,
74.051,,,
74.112,,,
74.133,,,
74.154,,,
74.133,,,
74.195,,,
74.195,,,
74.277,,,
74.277,,,
74.277,,,
74.319,,,
74.319,,,
74.36,,,
74.339,,,
74.422,,,
74.401,,,
74.401,,,
74.442,,,
74.442,,,
74.504,,,
74.484,,,
74.545,,,
74.545,,,
74.566,,,
74.566,,,
74.587,,,
74.587,,,
74.649,,,
74.628,,,
74.669,,,
74.752,,,
74.69,,,
74.752,,,
74.772,,,
74.814,,,
74.855,,,
74.896,,,
74.937,,,
74.937,,,
74.979,,,
75.04,,,
75.04,,,
75.082,,,
75.123,,,
75.123,75.11611111,73.10428241,
75.144,,,
75.164,,,
75.144,,,
75.185,,,
75.144,,,
75.144,,,
75.185,,,
75.102,,,
75.102,,,
75.082,,,
75.061,,,
75.061,,,
75.04,,,
75.02,,,
74.999,,,
75.02,,,
74.896,,,
74.917,,,
74.834,,,
74.793,,,
74.731,,,
74.69,,,
74.545,,,
74.525,,,
74.401,,,
74.339,,,
74.195,,,
73.989,,,
73.886,,,
73.741,,,
73.659,,,
73.494,,,
73.411,,,
73.308,,,
73.308,,,
73.288,,,
73.308,,,
73.288,,,
73.411,,,
73.329,,,
73.349,,,
73.391,,,
73.411,,,
73.432,,,
73.494,,,
73.514,,,
73.535,,,
73.597,,,
73.576,,,
73.618,,,
73.618,,,
73.7,,,
73.679,,,
73.721,,,
73.721,,,
73.741,,,
73.762,,,
73.783,,,
73.844,,,
73.865,,,
73.886,,,
73.906,,,
73.947,,,
73.906,,,
73.989,,,
74.009,,,
74.03,,,
74.071,,,
74.092,,,
74.092,,,
74.092,,,
74.154,,,
74.154,,,
74.174,,,
74.277,,,
74.298,,,
74.319,,,
74.36,,,
74.339,,,
74.381,,,
74.401,,,
74.442,,,
74.463,,,
74.504,,,
74.504,,,
74.484,,,
74.566,,,
74.566,,,
74.587,,,
74.587,,,
74.649,,,
74.669,,,
74.669,,,
74.731,,,
74.731,,,
74.731,,,
74.772,,,
74.772,,,
74.793,,,
74.834,,,
74.896,,,
74.834,,,
74.917,,,
74.917,,,
74.958,,,
74.979,,,
75.02,,,
75.02,,,
74.999,,,
75.04,,,
75.04,,,
75.061,,,
75.123,,,
75.102,,,
75.144,,,
75.144,,,
75.185,,,
75.226,,,
75.267,,,
75.247,,,
75.309,,,
75.288,,,
75.288,,,
75.35,,,
75.35,,,
75.37,,,
75.391,,,
75.391,,,
75.391,,,
75.432,,,
75.474,,,
75.515,,,
75.535,,,
75.556,,,
75.556,,,
75.618,,,
75.639,,,
75.7,,,
75.742,,,
75.762,,,
75.804,,,
75.845,,,
75.845,,,
75.886,,,
75.927,,,
75.927,75.92488889,73.83301294,
75.948,,,
76.051,,,
75.927,,,
75.968,,,
75.968,,,
75.927,,,
75.886,,,
75.907,,,
75.907,,,
75.927,,,
75.886,,,
75.886,,,
75.845,,,
75.804,,,
75.804,,,
75.762,,,
75.742,,,
75.68,,,
75.659,,,
75.577,,,
75.474,,,
75.391,,,
75.288,,,
75.226,,,
75.061,,,
74.999,,,
74.896,,,
74.731,,,
74.587,,,
74.463,,,
74.319,,,
74.154,,,
74.092,,,
74.03,,,
73.989,,,
73.989,,,
73.927,,,
74.03,,,
73.989,,,
74.03,,,
74.051,,,
74.03,,,
74.071,,,
74.112,,,
74.174,,,
74.133,,,
74.195,,,
74.216,,,
74.277,,,
74.216,,,
74.277,,,
74.401,,,
74.381,,,
74.422,,,
74.442,,,
74.484,,,
74.525,,,
74.504,,,
74.587,,,
74.607,,,
74.649,,,
74.607,,,
74.649,,,
74.649,,,
74.69,,,
74.69,,,
74.731,,,
74.772,,,
74.814,,,
74.875,,,
74.917,,,
74.896,,,
74.917,,,
74.999,,,
74.999,,,
74.979,,,
74.999,,,
75.082,,,
75.102,,,
75.082,,,
75.144,,,
75.144,,,
75.185,,,
75.226,,,
75.205,,,
75.329,,,
75.309,,,
75.288,,,
75.35,,,
75.391,,,
75.412,,,
75.453,,,
75.474,,,
75.535,,,
75.535,,,
75.556,,,
75.639,,,
75.659,,,
75.597,,,
75.68,,,
75.68,,,
75.742,,,
75.762,,,
75.762,,,
75.804,,,
75.845,,,
75.845,,,
75.865,,,
75.886,,,
75.886,,,
75.927,,,
75.948,,,
75.948,,,
76.03,,,
76.03,,,
76.072,,,
76.072,,,
76.092,,,
76.092,,,
76.133,,,
76.154,,,
76.133,,,
76.216,,,
76.216,,,
76.257,,,
76.237,,,
76.278,,,
76.319,,,
76.299,,,
76.34,,,
76.319,,,
76.34,,,
76.422,,,
76.505,,,
76.505,,,
76.505,,,
76.484,,,
76.546,,,
76.628,,,
76.67,,,
76.628,,,
76.69,,,
76.711,,,
76.752,,,
76.835,,,
76.897,,,
76.938,,,
76.938,,,
76.917,,,
76.876,76.95155556,74.74377778,
76.958,,,
77.02,,,
77.041,,,
76.979,,,
76.958,,,
76.958,,,
76.917,,,
76.917,,,
76.876,,,
76.855,,,
76.793,,,
76.835,,,
76.793,,,
76.752,,,
76.732,,,
76.711,,,
76.649,,,
76.608,,,
76.546,,,
76.546,,,
76.381,,,
76.299,,,
76.175,,,
75.989,,,
75.845,,,
75.68,,,
75.535,,,
75.37,,,
75.247,,,
75.144,,,
75.061,,,
75.02,,,
74.937,,,
74.999,,,
74.917,,,
74.958,,,
74.999,,,
74.979,,,
75.02,,,
75.02,,,
75.061,,,
75.102,,,
75.082,,,
75.144,,,
75.164,,,
75.226,,,
75.205,,,
75.288,,,
75.309,,,
75.309,,,
75.37,,,
75.35,,,
75.432,,,
75.453,,,
75.432,,,
75.515,,,
75.525,,,
75.535,,,
75.597,,,
75.639,,,
75.618,,,
75.618,,,
75.68,,,
75.68,,,
75.762,,,
75.783,,,
75.762,,,
75.783,,,
75.845,,,
75.845,,,
75.927,,,
75.886,,,
75.927,,,
75.968,,,
76.051,,,
76.051,,,
76.092,,,
76.072,,,
76.154,,,
76.154,,,
76.175,,,
76.237,,,
76.175,,,
76.257,,,
76.299,,,
76.34,,,
76.299,,,
76.36,,,
76.422,,,
76.443,,,
76.505,,,
76.463,,,
76.505,,,
76.546,,,
76.525,,,
76.587,,,
76.608,,,
76.628,,,
76.67,,,
76.67,,,
76.69,,,
76.732,,,
76.752,,,
76.814,,,
76.835,,,
76.876,,,
76.855,,,
76.917,,,
76.917,,,
76.958,,,
76.979,,,
76.979,,,
